doc_id	split	source_file	brat_txt_path	brat_ann_path	sentence_count	entity_count	sha256_txt	sha256_ann	has_released_text	source_title	doi	pmid	pmcid	wos_accession	publication_year	journal	abstract_licence_status	source_selection_query_id	source_metadata_status
201	train	0text201.txt	data/brat_core/train/0text201.txt	data/brat_core/train/0text201.ann	10	64	647b71b17ae28597d5b697f9d4bb2460af5e17316066b863bb1270ecd03281f7	9cade91b36be2cde29100b549ff7c504433dfaced78d40ba2749c5cd806125b9	yes	Neurodegenerative Disease Classification Using Gait Signal Features and Random Forest Classifier	10.1109/eict48899.2019.9068822	not_available_in_current_archive	not_available_in_current_archive	not_available_in_current_archive	2019	2019 4th International Conference on Electrical Information and Communication Technology (EICT)	exclude_text	not_available_in_current_archive	high
202	train	0text202.txt	data/brat_core/train/0text202.txt	data/brat_core/train/0text202.ann	10	98	412a33f242d52c1aa0ee385d962d07db1b5a6d27dabed5e3e5b46a20aad0943f	344567ccc7199c2a9053f49d3088b2835d9368aa321c017a1b404a89f1bf1eec	yes	Zebrafish as a model organism for neurodegenerative disease.	10.3389/fnmol.2022.940484	36311026	PMC9606821	not_available_in_current_archive	2022	Frontiers in molecular neuroscience	include_text	not_available_in_current_archive	high
205	train	0text205.txt	data/brat_core/train/0text205.txt	data/brat_core/train/0text205.ann	6	50	8bc6210381afd8ba3b56109df9f41c2f2dd7c7bb71d1f3bd8d7aea7e898c543f	3d8df3100b232c1bb0a05f48fae20b28683a96069043ff2cd779ccb42e069a1d	yes	Mechanisms of Ferroptosis and Emerging Links to the Pathology of Neurodegenerative Diseases.	10.3389/fnagi.2022.904152	35837484	PMC9273851	not_available_in_current_archive	2022	Frontiers in aging neuroscience	include_text	not_available_in_current_archive	high
207	train	0text207.txt	data/brat_core/train/0text207.txt	data/brat_core/train/0text207.ann	10	96	dcebf7f14fcffc66d672c3434ade567f14a994dcdedf976d512e8da68317077e	e264c124ee3fb5b7b4fa0cbcf836152baf274ba996a1f416cabed03cd6529a6f	yes	Neuroprotective Effects of Neuropeptide Y against Neurodegenerative Disease.	10.2174/1570159x19666210906120302	34488599	PMC9881060	not_available_in_current_archive	2022	Current neuropharmacology	exclude_text	not_available_in_current_archive	high
208	train	0text208.txt	data/brat_core/train/0text208.txt	data/brat_core/train/0text208.ann	3	18	533e6bb009f3233a84ad7de0d79d6a664893c3628063c12fb0365254aae08f8e	0780c7e4d8ca326cdfddbc6969c33261ad2110f401bfbe4d1093d3629931c31c	yes	Medical, Surgical, and Genetic Treatment of Huntington Disease.	10.1016/j.ncl.2020.01.010	32279715	not_available_in_current_archive	not_available_in_current_archive	2020	Neurologic clinics	exclude_text	not_available_in_current_archive	high
212	train	0text212.txt	data/brat_core/train/0text212.txt	data/brat_core/train/0text212.ann	5	29	1b4eb2db6d0865e0faf5172c67b1591dc4693e1f4e323da53a82ccef48f48bcd	af0c1c3443ab3ffd5fb052cc0fec10de1c869b81d2ef04a2d9591b36e1a0a796	yes	CRISPR-Based Genome-Editing Tools for Huntington's Disease Research and Therapy.	10.1007/s12264-022-00880-3	35608753	PMC9672252	not_available_in_current_archive	2022	Neuroscience bulletin	exclude_text	not_available_in_current_archive	high
213	train	0text213.txt	data/brat_core/train/0text213.txt	data/brat_core/train/0text213.ann	10	62	1fa9123b3a8ee1f8bce948352251f5fbe137c39f3cb9299d323805ae4e3d352a	c23079d36afb467d71d215039bef0d53132089470c40eac53eef9c0d84b95115	yes	Circulating Endocannabinoids in Huntington's Disease: An Exploratory Cross-Sectional Study.	10.3233/jhd-210507	35124656	not_available_in_current_archive	not_available_in_current_archive	2022	Journal of Huntington's disease	exclude_text	not_available_in_current_archive	high
223	train	0text223.txt	data/brat_core/train/0text223.txt	data/brat_core/train/0text223.ann	24	126	099157c0afa52feea2cd553ab119618d53e0726b7b6a53994a8720e3b81a6256	a75b82503ff4a4d983ae92355bfa9c585836adb936e27bf3b014a7dc4190c8e5	yes	Predictors of Caregiver Burden in Huntington's Disease.	10.1093/arclin/acab009	33723593	not_available_in_current_archive	not_available_in_current_archive	2021	Archives of clinical neuropsychology : the official journal of the National Academy of Neuropsychologists	exclude_text	not_available_in_current_archive	high
227	train	0text227.txt	data/brat_core/train/0text227.txt	data/brat_core/train/0text227.ann	30	230	ab8d3ae41703ec1b695091bfe859b13f085f24b141fc5d95bfffcf3753cccfdb	541df88313dcf4a821959cbe65dd5411da9e541ad3830fabc9073ed9f264a80f	yes	Recent advances in the therapeutic development for Huntington disease.	10.1016/j.parkreldis.2018.12.003	30616867	not_available_in_current_archive	not_available_in_current_archive	2019	Parkinsonism & related disorders	exclude_text	not_available_in_current_archive	high
229	test	0text229.txt	data/brat_core/train/0text229.txt	data/brat_core/train/0text229.ann	16	112	e82842fe6da7710e2cfbd6cb5cee7aca192be0453398516938883f7a5e4fbe4f	027cbaea594697ed96fcb25943b1daffd891388846a51fcfde15f7fe016f8440	yes	Multi-Scale Temporal Analysis With a Dual-Branch Attention Network for Interpretable Gait-Based Classification of Neurodegenerative Diseases.	10.1109/jbhi.2025.3580944	40531650	not_available_in_current_archive	not_available_in_current_archive	2026	IEEE journal of biomedical and health informatics	exclude_text	not_available_in_current_archive	high
231	test	0text231.txt	data/brat_core/train/0text231.txt	data/brat_core/train/0text231.ann	20	172	293c443c63e4238f37823859af922d70e8bc7fcbecf60c335fe144125f515e61	4d095b6947c4b436ab4ab8aa62aa6ba37c99d1d7a19e49be345fcd4fafefffc2	yes	Dimethyl fumarate: A review of preclinical efficacy in models of neurodegenerative diseases.	10.1016/j.ejphar.2022.175025	35569547	not_available_in_current_archive	not_available_in_current_archive	2022	European journal of pharmacology	include_text	not_available_in_current_archive	high
232	train	0text232.txt	data/brat_core/train/0text232.txt	data/brat_core/train/0text232.ann	14	122	e9390402638847a3ddbf405d7deb3301ac7a278e5616833adc99664a761b1025	9822d32585f320b96e38d98c14f069af814b8eadff419fbc29f50affd067c81b	yes	Neurodegenerative Diseases: Can Caffeine Be a Powerful Ally to Weaken Neuroinflammation?	10.3390/ijms232112958	36361750	PMC9658704	not_available_in_current_archive	2022	International journal of molecular sciences	include_text	not_available_in_current_archive	high
233	train	0text233.txt	data/brat_core/train/0text233.txt	data/brat_core/train/0text233.ann	10	66	f3e9bb8bd3a217155b726736571e46be245868b9ba44103ba63dd9c34ac2d277	72625db8de5c6c539e49ecdf2f7a7787d4b72abb3de3254e315d232e5c9baf71	yes	Targeting epigenetics as a promising therapeutic strategy for treatment of neurodegenerative diseases.	10.1016/j.bcp.2022.115295	36241096	not_available_in_current_archive	not_available_in_current_archive	2022	Biochemical pharmacology	exclude_text	not_available_in_current_archive	high
234	test	0text234.txt	data/brat_core/train/0text234.txt	data/brat_core/train/0text234.ann	20	106	bb7ad7d1177ac373c550dc76a5357905dd2ab66749a5e86e340b067b51a3cd22	abc8604c13f1ad9b877881463b074e99722fc9000207eab17978fe6bb1248f93	yes	Essential Oils as a Potential Neuroprotective Remedy for Age-Related Neurodegenerative Diseases: A Review.	10.3390/molecules26041107	33669787	PMC7922935	not_available_in_current_archive	2021	Molecules (Basel, Switzerland)	include_text	not_available_in_current_archive	high
244	train	0text244.txt	data/brat_core/train/0text244.txt	data/brat_core/train/0text244.ann	14	62	09b8eba950fecbf27b7c9ba8a9221b20c32fb3ebba4ce35cf9fe81f5a3f0ff4d	a24771da8ccf8edff166220f6d24dd52a007d199b85548275b63d4727161f9f7	yes	Lowering Mutant Huntingtin Levels and Toxicity: Autophagy-Endolysosome Pathways in Huntington's Disease.	10.1016/j.jmb.2019.11.012	31786267	not_available_in_current_archive	not_available_in_current_archive	2020	Journal of molecular biology	exclude_text	not_available_in_current_archive	high
252	train	0text252.txt	data/brat_core/train/0text252.txt	data/brat_core/train/0text252.ann	24	258	6e0d4eaa21080825fd8288b1007170cfb7c597e346b8ff2e8c80fdc6443d9391	3e98ba7a289774c2cce67d9cc58fac1cdd33874d2103d1a0c54b5222512e6e6f	yes	Disruption of Exocytosis in Sympathoadrenal Chromaffin Cells from Mouse Models of Neurodegenerative Diseases.	10.3390/ijms21061946	32178443	PMC7139653	not_available_in_current_archive	2020	International journal of molecular sciences	include_text	not_available_in_current_archive	high
254	train	0text254.txt	data/brat_core/train/0text254.txt	data/brat_core/train/0text254.ann	20	190	d2ddba5df47dc263ac6af49313e93201d5ea5cd1cc8dadb46c937b6c3f8e010b	48107743aef382ab3a99f744d3a1e7d17f669f85717f45f6e53bdfeb2e93df2e	yes	Targeting microglial autophagic degradation in NLRP3 inflammasome-mediated neurodegenerative diseases.	10.1016/j.arr.2020.101202	33161129	not_available_in_current_archive	not_available_in_current_archive	2021	Ageing research reviews	exclude_text	not_available_in_current_archive	high
255	train	0text255.txt	data/brat_core/train/0text255.txt	data/brat_core/train/0text255.ann	26	134	4b4a802d31ff226c187a1a736961983d03ee39a44c3558e2e54c655299f21d7e	21179ebc4316e151f49caca00e41ac8cd371625c69bb4be2f8d5ff8701b70e99	yes	Late-onset Huntington disease: An Italian cohort.	10.1016/j.jocn.2020.12.025	33775347	not_available_in_current_archive	not_available_in_current_archive	2021	Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia	exclude_text	not_available_in_current_archive	high
257	train	0text257.txt	data/brat_core/train/0text257.txt	data/brat_core/train/0text257.ann	10	94	c2ae5a42c120b8bd7b1c379cd94ab3532b24eac99d5266407e82fb9085833b93	79ca2f33626ef5a7f92fdba1031a08e81e7ae84ba4e1877ecfb149e5f5358bfa	yes	The Role of Microglia in the Development of Neurodegenerative Diseases.	10.3390/biomedicines9101449	34680566	PMC8533549	not_available_in_current_archive	2021	Biomedicines	include_text	not_available_in_current_archive	high
258	train	0text258.txt	data/brat_core/train/0text258.txt	data/brat_core/train/0text258.ann	16	188	17bae2c488c67ca1fe42567e778be372606f1f634630c84a6eae82bc8b784896	a59e0e9a409482f8e356d7943870f4e5ff102de92a7ee2a1757bfed345e99aa9	yes	Systematic Review: Quantitative Susceptibility Mapping (QSM) of Brain Iron Profile in Neurodegenerative Diseases.	10.3389/fnins.2021.618435	33679303	PMC7930077	not_available_in_current_archive	2021	Frontiers in neuroscience	include_text	not_available_in_current_archive	high
260	train	0text260.txt	data/brat_core/train/0text260.txt	data/brat_core/train/0text260.ann	16	126	6a4927b9f55462c371f16d9857343cf88575d41ac1c04dbf3451d9b7d27f6290	b8eea3d3327f4918c994801d2cc3d76b7d83f43d2919592ee2c6a9db76094073	yes	Inflammasome activation and assembly in Huntington's disease.	10.1016/j.molimm.2022.09.002	36126501	not_available_in_current_archive	not_available_in_current_archive	2022	Molecular immunology	exclude_text	not_available_in_current_archive	high
261	train	0text261.txt	data/brat_core/train/0text261.txt	data/brat_core/train/0text261.ann	10	48	28059c3cc13c9b34c0f55e08ef0f491507b73aa765a6e9ef8686da666d81bcf6	7aa2104a45c7ddfd8d9c674888b371c8765d3d68f3328360be13e5fdd5341e26	yes	Implications of the Orb2 Amyloid Structure in Huntington's Disease.	10.3390/ijms21186910	32967102	PMC7555547	not_available_in_current_archive	2020	International journal of molecular sciences	include_text	not_available_in_current_archive	high
262	test	0text262.txt	data/brat_core/train/0text262.txt	data/brat_core/train/0text262.ann	10	88	4abc372530d44b530087bf2eb742209c11383ba5deada982aab9c58f0b3caa2a	9216e1ed2efc17f07bd0f378cda67398f941357f3edb8fbded65b3a8fef6e08c	yes	Repurposing small-molecule drugs for modulating toxic protein aggregates in neurodegenerative diseases.	10.1016/j.drudis.2022.04.003	35395400	not_available_in_current_archive	not_available_in_current_archive	2022	Drug discovery today	exclude_text	not_available_in_current_archive	high
263	train	0text263.txt	data/brat_core/train/0text263.txt	data/brat_core/train/0text263.ann	24	148	bdbe3db28f0d95932d63d2dc1700d2e913d3270060328621cc15ff86c0bffb03	3d883ad2111a95f5fce1095530048ca385242c6f4bad04dbd4d605d8e7869567	yes	Complementarity of gluCEST and <sup>1</sup> H-MRS for the study of mouse models of Huntington's disease.	10.1002/nbm.4301	32198958	not_available_in_current_archive	not_available_in_current_archive	2020	NMR in biomedicine	exclude_text	not_available_in_current_archive	high
264	train	0text264.txt	data/brat_core/train/0text264.txt	data/brat_core/train/0text264.ann	18	172	05dfc810c94ff8dff355e45312ca97f7d0b45132df38cc66cf6b86d6d2a2c5a6	31c943504970f04eb5d22c9254b7ef8d14e937985e6ba05694a2d3dc90f343d4	yes	Interplay between MicroRNAs and Oxidative Stress in Neurodegenerative Diseases.	10.3390/ijms20236055	31801298	PMC6929013	not_available_in_current_archive	2019	International journal of molecular sciences	include_text	not_available_in_current_archive	high
265	train	0text265.txt	data/brat_core/train/0text265.txt	data/brat_core/train/0text265.ann	26	182	f482128b894e04720382efe57dad882faf68f231b575619dfccd273a4081420e	e7519d5558f3e55fa616c074418ce3f39f04e599544f294b24152e343f69d5dd	yes	Neurohormetic phytochemicals in the pathogenesis of neurodegenerative diseases.	10.1186/s12979-022-00292-x	35953850	PMC9367062	not_available_in_current_archive	2022	Immunity & ageing : I & A	include_text	not_available_in_current_archive	high
266	train	0text266.txt	data/brat_core/train/0text266.txt	data/brat_core/train/0text266.ann	16	138	61e80cb816981dce09f0c8e7c6b8b81b9d354b71f97d58fb2517edf9aad14bcc	9df5a5ca36ab9ee5d1d7347c94a93aff0ef9d7498f4c828c21ab5ebd5646f48b	yes	Exosomal microRNAs as diagnostic biomarkers and therapeutic applications in neurodegenerative diseases.	10.1080/01616412.2022.2129768	36184105	not_available_in_current_archive	not_available_in_current_archive	2023	Neurological research	exclude_text	not_available_in_current_archive	high
267	train	0text267.txt	data/brat_core/train/0text267.txt	data/brat_core/train/0text267.ann	7	74	dd413fa134178d79282fdc7bda1192e2ab9515dfef8a22a827f8534c92c70cd8	59bf79a5fce6c514765226bd6b902cd29005be5a4ce82088bcb87bd6817e7250	yes	The role of altered protein acetylation in neurodegenerative disease.	10.3389/fnagi.2022.1025473	36688174	PMC9845957	not_available_in_current_archive	2022	Frontiers in aging neuroscience	include_text	not_available_in_current_archive	high
268	train	0text268.txt	data/brat_core/train/0text268.txt	data/brat_core/train/0text268.ann	12	140	0fbbc56ab67c4f4928b143e86b7d9c5ae226bc6125be2b38e2d2649e3343c491	287ca55e287095084d11933409c04d1d1e2fe20b08fb87e7db8e975eaca8a7fc	yes	Soluble endogenous oligomeric α-synuclein species in neurodegenerative diseases: Expression, spreading, and cross-talk.	10.3233/jpd-201965	32508330	PMC7458533	not_available_in_current_archive	2020	Journal of Parkinson's disease	exclude_text	not_available_in_current_archive	high
269	train	0text269.txt	data/brat_core/train/0text269.txt	data/brat_core/train/0text269.ann	16	146	32060e9295e685cd338c5a5564059b04ed52fa3fbcfb0714660fa258daf9a152	3561a9c2588d7b7e35ad90f7c30452885ddd85d0d606732150367aa5b7772b6b	yes	The Potential of Flavonoids for the Treatment of Neurodegenerative Diseases.	10.3390/ijms20123056	31234550	PMC6627573	not_available_in_current_archive	2019	International journal of molecular sciences	include_text	not_available_in_current_archive	high
270	train	0text270.txt	data/brat_core/train/0text270.txt	data/brat_core/train/0text270.ann	14	138	4bd1e047c8de05299f091a8c4cf735815234552745452b9cce0aedc0e47a7ae8	6aa88e47a2bae6e2a768d92e8a4718fea1571ae170fe1a4c978303b7dcbf4d1f	yes	Transglutaminase 6 Is Colocalized and Interacts with Mutant Huntingtin in Huntington Disease Rodent Animal Models.	10.3390/ijms22168914	34445621	PMC8396294	not_available_in_current_archive	2021	International journal of molecular sciences	include_text	not_available_in_current_archive	high
271	train	0text271.txt	data/brat_core/train/0text271.txt	data/brat_core/train/0text271.ann	24	129	c8ea5afc25584da185f7cbb65dfe598379f9f045a1df7da00b934479807c6a10	3977b1560efbd80f32eac5c530890f43c29664414170049f2029f7c4e729171d	yes	A Deep Learning-Based Approach for Gait Analysis in Huntington Disease.	10.3233/shti190267	31437969	not_available_in_current_archive	not_available_in_current_archive	2019	Studies in health technology and informatics	exclude_text	not_available_in_current_archive	high
272	train	0text272.txt	data/brat_core/train/0text272.txt	data/brat_core/train/0text272.ann	10	68	04e59a347f65be44a2fdd463e9fe45fb65ff2fd41282a341d2cb5f8599f42acf	3b7c371b9d01bf94e43933eb4796a482325d83a625d20c65a0a6ca6a9579aa00	yes	Advances in Applying Computer-Aided Drug Design for Neurodegenerative Diseases.	10.3390/ijms22094688	33925236	PMC8124449	not_available_in_current_archive	2021	International journal of molecular sciences	include_text	not_available_in_current_archive	high
274	test	0text274.txt	data/brat_core/train/0text274.txt	data/brat_core/train/0text274.ann	18	172	d09784152b9bb30a2e9acc17b0c65a414c9e19c18917735b7df3b450d764cb58	73266b973b70146d477dc6bd74c95e4f503c215869d9c2d569029d328d73b800	yes	The Common Cellular Events in the Neurodegenerative Diseases and the Associated Role of Endoplasmic Reticulum Stress.	10.3390/ijms23115894	35682574	PMC9180188	not_available_in_current_archive	2022	International journal of molecular sciences	include_text	not_available_in_current_archive	high
275	test	0text275.txt	data/brat_core/train/0text275.txt	data/brat_core/train/0text275.ann	34	116	702082248941d294fcdd6fbc77df070835402179631dea9746c0cd4aaec3edbd	67158c325bb6088c64734c30f7b03e85e6e931fcbef3bd84cf5e254eee92b39f	yes	Rule based classification of neurodegenerative diseases using data driven gait features	10.1007/s12553-018-0274-y	not_available_in_current_archive	not_available_in_current_archive	not_available_in_current_archive	2018	Health and Technology	exclude_text	not_available_in_current_archive	high
276	train	0text276.txt	data/brat_core/train/0text276.txt	data/brat_core/train/0text276.ann	14	116	e9a2e0f0730cbbb87209483a347115e7e03f330faaae8eddf6e93cada3055d91	fa3ac587e093d327ebe775a6b223b923f3f7c6477263016f6e483f72375f28df	yes	TRIM family proteins: roles in proteostasis and neurodegenerative diseases.	10.1098/rsob.220098	35946309	PMC9364147	not_available_in_current_archive	2022	Open biology	include_text	not_available_in_current_archive	high
277	train	0text277.txt	data/brat_core/train/0text277.txt	data/brat_core/train/0text277.ann	10	68	0146bbd5c1db0b1a9d353e725c92c8140949ce28e90ef0068b23897c33272909	9d7cb7c888faf2bfcfbaac82ab67aa85057634a4ce2d5bdb1b4bab5323dcbe75	yes	DNA Mismatch Repair and its Role in Huntington's Disease.	10.3233/jhd-200438	33579865	PMC7990411	not_available_in_current_archive	2021	Journal of Huntington's disease	exclude_text	not_available_in_current_archive	high
278	test	0text278.txt	data/brat_core/train/0text278.txt	data/brat_core/train/0text278.ann	8	58	8518b1a86c5787c0c81cdb00372114137c498640b3cf82662e876cd4cd74e04a	f0b1665cd9a3c0fc63ea337c2ae2194a03819fb590f4ff8353217528e88619fe	yes	Defective PTEN-induced kinase 1/Parkin mediated mitophagy and neurodegenerative diseases.	10.3389/fncel.2022.1031153	36339819	PMC9630469	not_available_in_current_archive	2022	Frontiers in cellular neuroscience	include_text	not_available_in_current_archive	high
280	test	0text280.txt	data/brat_core/train/0text280.txt	data/brat_core/train/0text280.ann	60	340	3230ba59d638e7f902f2c0d2c9bf88d67b310f1a2891baf6c1b9854cf594132d	ef5f4eff66d3ca1f10d8e8adadf5c7604db8a6a02190800dc1874638c23eeeb3	yes	Human Fetal Cell Therapy in Huntington's Disease: A Randomized, Multicenter, Phase II Trial.	10.1002/mds.28201	32666599	not_available_in_current_archive	not_available_in_current_archive	2020	Movement disorders : official journal of the Movement Disorder Society	exclude_text	not_available_in_current_archive	high
281	train	0text281.txt	data/brat_core/train/0text281.txt	data/brat_core/train/0text281.ann	8	96	e61dd793e7d80ab2bb50a53618312992d0eb4c500b6149a63dba1704f8876161	7e908ed3c3bc11d73f36b55cce34b968e15c55eb5e0672c546a228532ee7995e	yes	Tunneling nanotubes: A novel pharmacological target for neurodegenerative diseases?	10.1016/j.phrs.2021.105541	33711434	not_available_in_current_archive	not_available_in_current_archive	2021	Pharmacological research	exclude_text	not_available_in_current_archive	high
290	train	0text290.txt	data/brat_core/train/0text290.txt	data/brat_core/train/0text290.ann	12	70	1ecd39118960cbe185788779851f24350c257ede587d56ac889e323430d5323d	6d6123dda1feab149fea8f30cd76caad24957b8202be1a121e7389aa06e4e12b	yes	[Which interventions are recommended in the last phase of Huntington disease?]	10.1007/s10354-021-00841-x	33852093	not_available_in_current_archive	not_available_in_current_archive	2022	Wiener medizinische Wochenschrift (1946)	exclude_text	not_available_in_current_archive	high
291	train	0text291.txt	data/brat_core/train/0text291.txt	data/brat_core/train/0text291.ann	14	116	f2e5142d2cfb051cf2f258f035d1efe9b61a834e948736cebd02c1035f1f00c0	08a6887a91cd6c9bbf421f2f317fe8d096841bfe09b5f301ffba13582ee78945	yes	Emerging Roles of Exosomes in Huntington's Disease.	10.3390/ijms22084085	33920936	PMC8071291	not_available_in_current_archive	2021	International journal of molecular sciences	include_text	not_available_in_current_archive	high
295	train	0text295.txt	data/brat_core/train/0text295.txt	data/brat_core/train/0text295.ann	26	208	edc6ef6fd3a38b218d77eddc6b95d3a1da2159f01d5516babd40b2457366e973	ef952a108a46f05f8222857bf671ddf9b51374122d9af97826e36cd8063d5949	yes	Inflammatory changes in peripheral organs in the BACHD murine model of Huntington's disease.	10.1016/j.lfs.2019.116653	31302194	not_available_in_current_archive	not_available_in_current_archive	2019	Life sciences	include_text	not_available_in_current_archive	high
300	val	0text300.txt	data/brat_core/train/0text300.txt	data/brat_core/train/0text300.ann	14	126	bf629afdf3f687b09329e539e7c272d2a8e2bd610d15fcbf3a16491245b409fe	1efe6ba8794583ebf8ffdaad485c3f5ec0243b5f340a574e0b64f35b12524578	yes	The updated development of blood-based biomarkers for Huntington's disease.	10.1007/s00415-023-11572-x	36692635	PMC9873222	not_available_in_current_archive	2023	Journal of neurology	exclude_text	not_available_in_current_archive	high
306	train	0text306.txt	data/brat_core/train/0text306.txt	data/brat_core/train/0text306.ann	18	164	0583f98e2e904eac03ec5b2eef86738b39cb52339e3c83957397bf62dc4490bc	9283d1c55b19a47f58bb2d9bc73e7ecd41a0aa5276ddbfe1d951e7fa5ad2a469	yes	Exosomes: Innocent Bystanders or Critical Culprits in Neurodegenerative Diseases.	10.3389/fcell.2021.635104	34055771	PMC8155522	not_available_in_current_archive	2021	Frontiers in cell and developmental biology	include_text	not_available_in_current_archive	high
312	val	0text312.txt	data/brat_core/train/0text312.txt	data/brat_core/train/0text312.ann	22	170	8e75a0f370835f6f4bc132a7506693648be218b2e67cad34e536c2dad2a9f9d9	1e98114a6a53cace0629473d89663e4bead89a1188e615f32060e7390ff233c8	yes	Bioinformatic analysis of a microRNA regulatory network in Huntington's disease.	10.31083/j.jin.2020.04.203	33378838	not_available_in_current_archive	not_available_in_current_archive	2020	Journal of integrative neuroscience	include_text	not_available_in_current_archive	high
313	test	0text313.txt	data/brat_core/train/0text313.txt	data/brat_core/train/0text313.ann	26	132	a9e0c0e9a5873231f92972842cc782a8c37c1b8e42c0798816b04d65e88b7748	1ec4e4ac2bb6d9bcd9589984a7d4e59dac32c249505dfaf5768fad45fb1cc373	yes	Pathoarchitectonics of the cerebral cortex in chorea-acanthocytosis and Huntington's disease.	10.1111/nan.12495	29722054	PMC6994229	not_available_in_current_archive	2019	Neuropathology and applied neurobiology	exclude_text	not_available_in_current_archive	high
317	train	0text317.txt	data/brat_core/train/0text317.txt	data/brat_core/train/0text317.ann	16	86	949d7b73a02537c6791c4cdfdac0de2a180b5fa0f57e374a356c06cd25eade3b	520178cd7f161a7684aa5669160b0f54b86c1c310323d748e253e9b7b8a7ae67	yes	Blood Transcript Biomarkers Selected by Machine Learning Algorithm Classify Neurodegenerative Diseases including Alzheimer's Disease.	10.3390/biom12111592	36358942	PMC9687215	not_available_in_current_archive	2022	Biomolecules	include_text	not_available_in_current_archive	high
328	train	0text328.txt	data/brat_core/train/0text328.txt	data/brat_core/train/0text328.ann	4	36	34ed08205274bcfe49adbc2e6d560aad1cb9302ff14cb1b64629acba939fa032	165dea712fa6a433c70dd71d0238535897c2ef68baf893449883a510668cd0f7	yes	Small heat shock proteins in neurodegenerative diseases.	10.1007/s12192-020-01101-4	32323160	PMC7332613	not_available_in_current_archive	2020	Cell stress & chaperones	include_text	not_available_in_current_archive	high
339	train	0text339.txt	data/brat_core/train/0text339.txt	data/brat_core/train/0text339.ann	18	178	dfa560e155d381e62af7a9faae9d77900f3b0df3faf9b678e92322930e8ce761	6f6f6e3f4a9232c6896e8c7ac0c19cc73a42f9f5188212f3ffa0af75efe45980	yes	Therapeutic and Mechanistic Effects of Curcumin in Huntington's Disease.	10.2174/1570159x18666200522201123	32442088	PMC8686321	not_available_in_current_archive	2021	Current neuropharmacology	exclude_text	not_available_in_current_archive	high
342	train	0text342.txt	data/brat_core/train/0text342.txt	data/brat_core/train/0text342.ann	33	213	4a292b3aea69114c8c10090c80ad0d6bd4666ede8cd17d6e26a748bee773446c	a87d62791409836589b4c3a8636df3e8ad58a5bf81fdfb611936fd21bf0740b2	yes	Past, present and future role of retinal imaging in neurodegenerative disease.	10.1016/j.preteyeres.2020.100938	33460813	PMC8280255	not_available_in_current_archive	2021	Progress in retinal and eye research	exclude_text	not_available_in_current_archive	high
349	train	0text349.txt	data/brat_core/train/0text349.txt	data/brat_core/train/0text349.ann	14	90	90879b252216aae7e1a4098fa671ba74d2d21fce96544f7911725efa7e3f798d	7f989a42699e30d432f7c0fa164942a59dfde507842e5e0ef5a8722d6e8da185	yes	Inhibition of colony stimulating factor-1 receptor (CSF-1R) as a potential therapeutic strategy for neurodegenerative diseases: opportunities and challenges.	10.1007/s00018-022-04225-1	35366105	PMC8976111	not_available_in_current_archive	2022	Cellular and molecular life sciences : CMLS	include_text	not_available_in_current_archive	high
364	train	0text364.txt	data/brat_core/train/0text364.txt	data/brat_core/train/0text364.ann	16	114	38a30df446e4aa4809da0912efb344b2d9eec66f1c5823321e9904a2edd772fd	cae25e516975f0b4c4274a2db207aa9cb3dd494f49af8a95c35511960978745e	yes	<i>In vivo</i> Direct Conversion of Astrocytes to Neurons Maybe a Potential Alternative Strategy for Neurodegenerative Diseases.	10.3389/fnagi.2021.689276	34408642	PMC8366583	not_available_in_current_archive	2021	Frontiers in aging neuroscience	include_text	not_available_in_current_archive	high
365	test	0text365.txt	data/brat_core/train/0text365.txt	data/brat_core/train/0text365.ann	26	104	e38dbfad673a49ecf3d807bab58ca2f95eac41d5b46e3429b040f7e6633fb576	16e84d6324c3d04819f5f94a7512e5e6b2c448ec8c5e63c95db16ba2a0a11768	yes	SUMOylation in Neurodegenerative Diseases.	10.1159/000502142	31505513	not_available_in_current_archive	not_available_in_current_archive	2020	Gerontology	exclude_text	not_available_in_current_archive	high
367	val	0text367.txt	data/brat_core/train/0text367.txt	data/brat_core/train/0text367.ann	10	112	100c50f43269be21d46e5aa3c1daec7de1118cc0bd423d19c8c626f4cb7495b4	6925f398bb9a55a558a730d5f247189b7420ae55e3425988392373e5271b8a7a	yes	Huntingtin-associated protein 1-associated intracellular trafficking in neurodegenerative diseases.	10.3389/fnagi.2023.1100395	36824265	PMC9941194	not_available_in_current_archive	2023	Frontiers in aging neuroscience	include_text	not_available_in_current_archive	high
378	train	0text378.txt	data/brat_core/train/0text378.txt	data/brat_core/train/0text378.ann	26	176	b8bbd33ae107860752a1fb3c74d499f7862d891c8a2bf4d830eefbc877cb45fc	7f99f42f18afd5253e04120da1866d8a03e6a5a4f7a9d786d39f14baf1ee083e	yes	Role of Vitamins in Neurodegenerative Diseases: A Review.	10.2174/1871527320666211119122150	34802410	not_available_in_current_archive	not_available_in_current_archive	2022	CNS & neurological disorders drug targets	exclude_text	not_available_in_current_archive	high
