doc_id	split	source_file	sha256_txt	match_confidence	match_reason	source_title	doi	pmid	pmcid	publication_year	journal	publisher	epmc_is_open_access	epmc_license	openalex_is_oa	openalex_oa_status	openalex_licenses	unpaywall_is_oa	unpaywall_oa_status	unpaywall_licenses	crossref_license_urls	source_text_decision
1042	train	0text1042.txt	04d5300670b337584831d918bd087efdee9c6d49fc6044501b1f21a6fc6a8f0d	high	abstract_prefix_exact_match	Circulating extracellular vesicle-containing microRNAs reveal potential pathogenesis of Alzheimer's disease.	10.3389/fncel.2022.955511	36339820	PMC9630335	2022	Frontiers in cellular neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1043	train	0text1043.txt	8ca50a6287a77a6129f18978446af80739215c423efbb0451a1f24083f45441c	high	abstract_phrase_match	Circulating Small Extracellular Vesicle-Derived miR-342-5p Ameliorates Beta-Amyloid Formation via Targeting Beta-site APP Cleaving Enzyme 1 in Alzheimer's Disease.	10.3390/cells11233830	36497090	PMC9741225	2022	Cells	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1044	train	0text1044.txt	ed93014c8272d1757380881a205b3cbd3bd4e95d877860a872494b47345afe0f	high	abstract_prefix_exact_match	Extracellular vesicles, from the pathogenesis to the therapy of neurodegenerative diseases.	10.1186/s40035-022-00330-0	36510311	PMC9743667	2022	Translational neurodegeneration	Springer Science and Business Media LLC	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1046	test	0text1046.txt	cbf891a169041f0bf6e71439d4bd54abc7a3d22c839a30a55603c945b5922ba2	high	abstract_prefix_exact_match	Plasma Extracellular Vesicle Size and Concentration Are Altered in Alzheimer's Disease, Dementia With Lewy Bodies, and Frontotemporal Dementia.	10.3389/fcell.2021.667369	34046409	PMC8148014	2021	Frontiers in cell and developmental biology	Frontiers Media SA	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1047	train	0text1047.txt	8dd9d06a50a5307ce4748e9d1292e15dad04cdc4dee79e57ddf72f4e494bd7a3	high	abstract_prefix_exact_match	Extracellular Vesicles Physiological Role and the Particular Case of Disease-Spreading Mechanisms in Polyglutamine Diseases.	10.3390/ijms222212288	34830171	PMC8621536	2021	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1048	test	0text1048.txt	6b13ee19ba3accca36b5575fa81e7d798cad725b50f379fe071685571a09a0b9	high	abstract_phrase_match	Modulation of Amyloid-β and Tau in Alzheimer's Disease Plasma Neuronal-Derived Extracellular Vesicles by Cerebrolysin® and Donepezil.	10.3233/jad-220575	36155516	PMC9697063	2022	Journal of Alzheimer's disease : JAD	SAGE Publications	Y	cc by	True	hybrid	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1049	train	0text1049.txt	7c49c8a58353254c0296c4e8f5f935e99f59b35ce1ee41b1030b572503e965f0	high	abstract_prefix_exact_match	In sickness and in health: The functional role of extracellular vesicles in physiology and pathology in vivo: Part I: Health and Normal Physiology: Part I: Health and Normal Physiology.	10.1002/jev2.12151	35041249	PMC8765331	2022	Journal of extracellular vesicles	Wiley	N	cc by	True	gold	cc-by				http://creativecommons.org/licenses/by/4.0/	include_text
1050	val	0text1050.txt	92185fbe11b06c006b72e7522ca1bb05813763a73a4dd17d88f3954ef336435d	high	abstract_phrase_match	β-Amyloid in blood neuronal-derived extracellular vesicles is elevated in cognitively normal adults at risk of Alzheimer's disease and predicts cerebral amyloidosis.	10.1186/s13195-022-01010-x	35550625	PMC9097146	2022	Alzheimer's research & therapy	Springer Science and Business Media LLC	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1051	train	0text1051.txt	e0f3cbceb5d6ccea31812094d052d253168cacd711cb8c342761b895df8b3da9	high	abstract_prefix_exact_match	Special delEVery: Extracellular Vesicles as Promising Delivery Platform to the Brain.	10.3390/biomedicines9111734	34829963	PMC8615927	2021	Biomedicines	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1052	train	0text1052.txt	61d09fee38e27788e895e016a6ba4ef3daaab802537afed429c28ddd4ca851c9	high	abstract_prefix_exact_match	Small extracellular vesicles in plasma reveal molecular effects of modified Mediterranean-ketogenic diet in participants with mild cognitive impairment.	10.1093/braincomms/fcac262	36337342	PMC9629368	2022	Brain communications	Oxford University Press (OUP)	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1055	test	0text1055.txt	1b4406ad8b948ad029852a829902d0e421bd089ef4bb95253a4a51c6f46f06c4	high	abstract_prefix_exact_match	Differential Effects of APOE Genotype on MicroRNA Cargo of Cerebrospinal Fluid Extracellular Vesicles in Females With Alzheimer's Disease Compared to Males.	10.3389/fcell.2022.864022	35573689	PMC9092217	2022	Frontiers in cell and developmental biology	Frontiers Media SA	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1057	train	0text1057.txt	528ba72f7d70faf473e881d7b0d283a45823e941e978939dfb62a4a458133d5e	high	abstract_prefix_exact_match	Characterization of extracellular vesicles and synthetic nanoparticles with four orthogonal single-particle analysis platforms	10.1101/2020.08.04.237156			2020		openRxiv	N	cc by	True	green	cc-by				http://creativecommons.org/licenses/by/4.0/	include_text
1058	test	0text1058.txt	a8878d5093704f1d984284e2d0938a8741c6544de3769ec7e4486b7a60e6bc4a	high	abstract_phrase_match	Extracellular vesicles in β cell biology: Role of lipids in vesicle biogenesis, cargo, and intercellular signaling.	10.1016/j.molmet.2022.101545	35817393	PMC9294332	2022	Molecular metabolism	Elsevier BV	Y	cc by	True	gold	cc-by				https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license|http://creativecommons.org/licenses/by/4.0/	include_text
1059	train	0text1059.txt	0b839c222ea8f697e4b4d75d706676f48b558d290467066cb893b073234bc5ad	high	abstract_phrase_match	Extracellular vesicle biomarkers for cognitive impairment in Parkinson's disease.	10.1093/brain/awac258	35833836	PMC10060702	2023	Brain : a journal of neurology	Oxford University Press (OUP)	N		True	bronze	public-domain					include_text
1062	train	0text1062.txt	240b101c891a38f2363e5613368ded265d0984f6167d9b680f119770fe6baba7	high	abstract_prefix_exact_match	Extracellular Vesicle Treatment Alleviates Neurodevelopmental and Neurodegenerative Pathology in Cortical Spheroid Model of Down Syndrome.	10.3390/ijms24043477	36834891	PMC9960302	2023	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1063	train	0text1063.txt	40fd76f05f8909ee7b1d79c316743d5febf2698fe0779bae79d3dc74483c801c	high	abstract_prefix_exact_match	DNAJB6-Containing Extracellular Vesicles as Chaperone Delivery Systems: A Proteomic Analysis.	10.3390/pharmaceutics14112485	36432676	PMC9698516	2022	Pharmaceutics	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1064	test	0text1064.txt	436d8a8669b09afe1032811c162025c3a1c7589b39ee30c8011ae962dc0aa541	high	abstract_prefix_exact_match	Extracellular Vesicles from Mesenchymal Stromal Cells for the Treatment of Inflammation-Related Conditions.	10.3390/ijms22063023	33809632	PMC8002312	2021	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa|other-oa				https://creativecommons.org/licenses/by/4.0/	include_text
1065	train	0text1065.txt	d078b27ed9b359f7abec7b066e73ddf302a6d202295f0ce7f3bb08cbf1834c1e	high	abstract_prefix_exact_match	Mesenchymal stem cells-derived extracellular vesicles ameliorate Alzheimer's disease in rat models via the microRNA-29c-3p/BACE1 axis and the Wnt/β-catenin pathway.	10.18632/aging.203088	34086603	PMC8221351	2021	Aging	Impact Journals, LLC	Y	cc by	True	hybrid	cc-by					include_text
1069	test	0text1069.txt	13c26cee41a52dded840c85b686e60af8a70709e45d5c94236add1b0b85f4a8b	high	abstract_phrase_match	Neuronal-Derived EV Biomarkers Track Cognitive Decline in Alzheimer's Disease.	10.3390/cells11030436	35159246	PMC8834433	2022	Cells	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1070	train	0text1070.txt	cf8b3d27bee3ccd65e04d33b8480f23a629abe40b32db375823485c20085c95c	high	abstract_prefix_exact_match	Plasma microglial-derived extracellular vesicles are increased in frail patients with Mild Cognitive Impairment and exert a neurotoxic effect.	10.1007/s11357-023-00746-0	36725819	PMC10400496	2023	GeroScience	Springer Science and Business Media LLC	Y	cc by	True	hybrid	cc-by|other-oa				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1071	train	0text1071.txt	d26a411137d70389f0cfce8a046837bbbe84f6cecec69d8acc37faa86a671364	high	abstract_phrase_match	The η-secretase-derived APP fragment ηCTF is localized in Golgi, endosomes and extracellular vesicles and contributes to Aβ production.	10.1007/s00018-023-04737-4	36930302	PMC10023608	2023	Cellular and molecular life sciences : CMLS	Springer Science and Business Media LLC	Y	cc by	True	hybrid	cc-by				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1073	train	0text1073.txt	6d8048b96a713f753a9b1687d39cb9962a8b768f19abd133c2c3d49696d0c648	high	abstract_prefix_exact_match	Mitochondrial Electron Transport Chain Protein Abnormalities Detected in Plasma Extracellular Vesicles in Alzheimer's Disease.	10.3390/biomedicines9111587	34829816	PMC8615874	2021	Biomedicines	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1074	train	0text1074.txt	0ffb8c26611822a080609b1dfd645ccad4a93f26f56827b624e096c316bf453a	high	abstract_phrase_match	Extracellular Vesicles Derived From Plasma of Patients With Neurodegenerative Disease Have Common Transcriptomic Profiling.	10.3389/fnagi.2022.785741	35250537	PMC8889100	2022	Frontiers in aging neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by|other-oa				https://creativecommons.org/licenses/by/4.0/	include_text
1075	train	0text1075.txt	926245cdfeb44e892b7e5a70d2efc4e12e04ef673158061e564d08cbf4005c10	high	abstract_prefix_exact_match	Role of MSC-derived small extracellular vesicles in tissue repair and regeneration.	10.3389/fcell.2022.1047094	36935901	PMC10014555	2022	Frontiers in cell and developmental biology	Frontiers Media SA	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1078	train	0text1078.txt	218878a0c6dc465946643e79e61a43b5f6d83bfb7c0b3dd51403ec0ad6a50439	high	abstract_prefix_short_match	Plasma extracellular vesicles reveal early molecular differences in amyloid positive patients with early-onset mild cognitive impairment.	10.1186/s12951-023-01793-7	36788617	PMC9930227	2023	Journal of nanobiotechnology	Springer Science and Business Media LLC	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1079	train	0text1079.txt	bdd27046d9588ad394320ef966a9fa9da6d9bcb631ca8d9f4a85a91448857ca3	high	abstract_phrase_match	Extracellular vesicles derived from astrocyte-treated with haFGF<sub>14-154</sub> attenuate Alzheimer phenotype in AD mice.	10.7150/thno.70951	35664060	PMC9131260	2022	Theranostics	Ivyspring International Publisher	Y	cc by	True	gold	cc-by					include_text
1080	test	0text1080.txt	c2b55b1e96596e1b89a9795703759034b362802eb8779e23eb4f9ddcfa07f2bb	high	abstract_prefix_exact_match	Long RNA Profiles of Human Brain Extracellular Vesicles Provide New Insights into the Pathogenesis of Alzheimer's Disease.	10.14336/ad.2022.0607	36818567	PMC9937700	2023	Aging and disease	Aging and Disease	Y	cc by	True	gold	cc-by					include_text
1081	train	0text1081.txt	73a127668a2311ad7c55baee1677d133cc8e5eafa34fb9e3363aac720919f482	high	abstract_prefix_short_match	Drug Value of Drynariae Rhizoma Root-Derived Extracellular Vesicles for Neurodegenerative Diseases Based on Proteomics and Bioinformatics.	10.1080/15592324.2022.2129290	36196516	PMC9542947	2022	Plant signaling & behavior	Informa UK Limited	Y	cc by	True	gold	cc-by				http://creativecommons.org/licenses/by/4.0/	include_text
1082	train	0text1082.txt	69baa12c33d964d41b97128e248010eeb014cc1a79798b557ebeb7e97390cc40	high	abstract_prefix_exact_match	Enrichment of Phosphorylated Tau (Thr181) and Functionally Interacting Molecules in Chronic Traumatic Encephalopathy Brain-derived Extracellular Vesicles.	10.14336/ad.2020.1007	34527416	PMC8407888	2021	Aging and disease	Aging and Disease	Y	cc by	True	gold	cc-by					include_text
1086	train	0text1086.txt	1a9c67a85dd4648197cf2f6d5d02d40fcacbb5bc9bf2b3a1090fef05c1a6ef7a	high	abstract_phrase_match	A novel isolation method for spontaneously released extracellular vesicles from brain tissue and its implications for stress-driven brain pathology.	10.1186/s12964-023-01045-z	36782237	PMC9926669	2023	Cell communication and signaling : CCS	Springer Science and Business Media LLC	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1087	train	0text1087.txt	79101639c77494d09f7298e9251cdd623d60ad54ac552f54f78a4fa8a43f53e8	high	abstract_prefix_exact_match	News about Therapies of Alzheimer's Disease: Extracellular Vesicles from Stem Cells Exhibit Advantages Compared to Other Treatments.	10.3390/biomedicines10010105	35052785	PMC8773509	2022	Biomedicines	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1088	val	0text1088.txt	61f9f83d4d3a896fdb57b08623bd99cca62e6ed0d0d10fe9a64d524ab4ca916e	high	abstract_phrase_match	Plaque associated microglia hyper-secrete extracellular vesicles and accelerate tau propagation in a humanized APP mouse model.	10.1186/s13024-021-00440-9	33752701	PMC7986521	2021	Molecular neurodegeneration	Springer Science and Business Media LLC	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1089	train	0text1089.txt	c69dacb423743c4e00c91ffa2aa6b18a2e8c2cb8f4046933c95d3b195f50cea2	high	abstract_prefix_exact_match	Small Extracellular Vesicles from Peripheral Blood of Aged Mice Pass the Blood-Brain Barrier and Induce Glial Cell Activation.	10.3390/cells11040625	35203276	PMC8870085	2022	Cells	MDPI AG	Y	cc by	True	gold	cc-by|other-oa				https://creativecommons.org/licenses/by/4.0/	include_text
1091	train	0text1091.txt	f475b8e16a7f7f2049a6f6bd0daa4499daffc6aef9f30c7fd52e848b28ad9565	high	abstract_prefix_exact_match	Novel exosome biomarker candidates for Alzheimer´s disease unraveled through Mass Spectrometry analysis	10.21203/rs.3.rs-787466/v2			2021		Springer Science and Business Media LLC	N	cc by	True	green	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1092	test	0text1092.txt	ea7ced9403257b25cbcf724eb723159cdff5fbd86f8dff6f6bedd090ff98639b	high	abstract_prefix_exact_match	Extracellular vesicles (exosomes and ectosomes) play key roles in the pathology of brain diseases.	10.1186/s43556-021-00040-5	35006460	PMC8607397	2021	Molecular biomedicine	Springer Science and Business Media LLC	Y	cc by	True	diamond	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1093	val	0text1093.txt	7f5c0385c382a44c239608e96df6b6d7e1fa0293e2e69c81be342e1a2cb66841	high	openalex_abstract_prefix_exact_match	Dielectric metasurface for high-precision detection of large unilamellar vesicles	10.1088/2040-8986/ac2dd7			2021	Journal of Optics	IOP Publishing	Y	cc-by	True	hybrid	cc-by				http://creativecommons.org/licenses/by/4.0|https://iopscience.iop.org/info/page/text-and-data-mining	include_text
1094	train	0text1094.txt	5b55e71465784af71c93d633583c1a80da4bfe217a65386089ff0cf94ebf4d10	high	abstract_prefix_exact_match	Altered ceramide metabolism is a feature in the extracellular vesicle-mediated spread of alpha-synuclein in Lewy body disorders.	10.1007/s00401-021-02367-3	34514546	PMC8568874	2021	Acta neuropathologica	Springer Science and Business Media LLC	Y	cc by	True	hybrid	cc-by|cc-by-sa|other-oa				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1095	train	0text1095.txt	6ee5d0a9b3b824fe573bddd2c9971090dd23867714253db70f0256d8663bac45	high	abstract_prefix_exact_match	Human Forebrain Organoid-Derived Extracellular Vesicle Labeling with Iron Oxides for In Vitro Magnetic Resonance Imaging.	10.3390/biomedicines10123060	36551816	PMC9775717	2022	Biomedicines	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1096	val	0text1096.txt	1a5c7e932278671be66ab8a8649e523c1fd8cf029abfc9d2d8fbb78acff52cb1	high	abstract_prefix_exact_match	Dual role of brain-derived extracellular vesicles in dementia-related neurodegenerative disorders: cargo of disease spreading signals and diagnostic-therapeutic molecules.	10.1186/s40035-022-00326-w	36437458	PMC9701396	2022	Translational neurodegeneration	Springer Science and Business Media LLC	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1097	train	0text1097.txt	7164a9d46f8402beb337386add97fc83da160042c3dff3641ec554e864be7d16	high	abstract_prefix_exact_match	MicroRNA expression within neuronal-derived small extracellular vesicles in frontotemporal degeneration.	10.1097/md.0000000000030854	36221381	PMC9542922	2022	Medicine	Ovid Technologies (Wolters Kluwer Health)	Y	cc by	True	gold	cc-by				http://creativecommons.org/licenses/by/4.0/	include_text
1101	train	0text1101.txt	d8965a6fdb0524eb707404f7148483f573a3b08969387ac9e1b9102a608c0022	high	abstract_phrase_match	Cerebrospinal Fluid of Patients With Alzheimer's Disease Contains Increased Percentages of Synaptophysin-Bearing Microvesicles.	10.3389/fnagi.2021.682115	34295239	PMC8290128	2021	Frontiers in aging neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1105	train	0text1105.txt	7e5096ffabf9ff6486ae21e32d2abe6999068d0869b7452bae2dc956aa11996a	high	abstract_prefix_exact_match	Small Neuron-Derived Extracellular Vesicles from Individuals with Down Syndrome Propagate Tau Pathology in the Wildtype Mouse Brain.	10.3390/jcm10173931	34501378	PMC8432237	2021	Journal of clinical medicine	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1106	train	0text1106.txt	7d829c918e3c41ae8265343dcc600c25f9bedfec736d0c910aa9bc7e51959659	high	abstract_prefix_exact_match	Shotgun-based proteomics of extracellular vesicles in Alzheimer's disease reveals biomarkers involved in immunological and coagulation pathways.	10.1038/s41598-021-97969-y	34531462	PMC8445922	2021	Scientific reports	Springer Science and Business Media LLC	Y	cc by	True	gold	cc-by|cc-by-sa|other-oa				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1107	train	0text1107.txt	55ac6fcb64006aa0c7680d72cec57b2789ba385afa118a845cc45de9be85f05c	high	abstract_prefix_exact_match	Membrane Vesicles Derived from Gut Microbiota and Probiotics: Cutting-Edge Therapeutic Approaches for Multidrug-Resistant Superbugs Linked to Neurological Anomalies.	10.3390/pharmaceutics14112370	36365188	PMC9692612	2022	Pharmaceutics	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1111	train	0text1111.txt	623258aca59de5ac4eb094c1cf403a881f460c2fc563c96a425c34391110b590	high	abstract_prefix_exact_match	Efficacy and safety of small extracellular vesicle interventions in wound healing and skin regeneration: A systematic review and meta-analysis of animal studies.	10.7150/thno.73436	36185607	PMC9516230	2022	Theranostics	Ivyspring International Publisher	Y	cc by	True	gold	cc-by					include_text
1112	train	0text1112.txt	57819bd7d4fef21f9ca302d8f3232e37285441d0b1fa61c3236b4e96c8590764	high	abstract_prefix_exact_match	Helicobacter pylori infection in the stomach induces neuroinflammation: the potential roles of bacterial outer membrane vesicles in an animal model of Alzheimer's disease.	10.1186/s41232-022-00224-8	36058998	PMC9442937	2022	Inflammation and regeneration	Springer Science and Business Media LLC	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1114	train	0text1114.txt	e469a4c4eb8ea3b549359d54af9141b5b3443fed6b77c6fb26f877c18faf6613	high	abstract_phrase_match	Poly (ADP-Ribose) and α-synuclein extracellular vesicles in patients with Parkinson disease: A possible biomarker of disease severity.	10.1371/journal.pone.0264446	35395000	PMC8993007	2022	PloS one	Public Library of Science (PLoS)	Y	cc by	True	gold	cc-by				http://creativecommons.org/licenses/by/4.0/	include_text
1115	train	0text1115.txt	39d285873d7432dcf61d1ec79f606b921be189b9ee867d3ce1bd6a380604ca9c	high	abstract_prefix_exact_match	rTg(Tau<sub>P301L</sub>)4510 mice exhibit increased VGlut1 in hippocampal presynaptic glutamatergic vesicles and increased extracellular glutamate release.	10.3389/fnsyn.2022.925546	35989711	PMC9383415	2022	Frontiers in synaptic neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1117	train	0text1117.txt	88218373901da8a81c7b0fc121041c4d0e424c5df0b58bd1ce367397d13ac88c	high	abstract_prefix_exact_match	Diagnostic and Therapeutic Roles of Extracellular Vesicles in Aging-Related Diseases.	10.1155/2022/6742792	35979398	PMC9377967	2022	Oxidative medicine and cellular longevity	Wiley	Y	cc by	True	hybrid	cc-by				http://creativecommons.org/licenses/by/4.0/	include_text
1118	train	0text1118.txt	4408a4ca84b4653713ea063b7c13cdd5d0bae3eb0178fb95ece4318bbd7f889b	high	abstract_prefix_exact_match	TDP-43 Pathology and Prionic Behavior in Human Cellular Models of Alzheimer's Disease Patients.	10.3390/biomedicines10020385	35203594	PMC8962248	2022	Biomedicines	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1119	train	0text1119.txt	7316dd5debe72ddb31e4cf730510896d3ee7bb59a06e4793153344d49dfd49b6	high	abstract_prefix_short_match	Extracellular vesicles enriched with amylin receptor are cytoprotective against the Aß toxicity in vitro.	10.1371/journal.pone.0267164	35421203	PMC9009604	2022	PloS one	Public Library of Science (PLoS)	Y	cc by	True	gold	cc-by				http://creativecommons.org/licenses/by/4.0/	include_text
1120	train	0text1120.txt	b6e6bdc66d3969b80ca98c0c0982694ebc56743310443ec82b9fa84edc6d2c9d	high	abstract_prefix_exact_match	Cerebrospinal Fluid EV Concentration and Size Are Altered in Alzheimer's Disease and Dementia with Lewy Bodies.	10.3390/cells11030462	35159272	PMC8834088	2022	Cells	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1122	train	0text1122.txt	bac4b802d7644b47af7231cef27be281f74211e31a0c6a6b421fd0aaea470611	high	abstract_prefix_exact_match	Human adipose tissue-derived mesenchymal stem cells and their extracellular vesicles modulate lipopolysaccharide activated human microglia.	10.1038/s41420-021-00471-7	33972507	PMC8110535	2021	Cell death discovery	Springer Science and Business Media LLC	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1126	train	0text1126.txt	dc76562a12a9339f987ed20c0361cc2dfc5f2381282a5c7a8a0735c09e294f5e	high	abstract_prefix_exact_match	Brain-Derived Exosomal Proteins as Effective Biomarkers for Alzheimer's Disease: A Systematic Review and Meta-Analysis.	10.3390/biom11070980	34356604	PMC8301985	2021	Biomolecules	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1127	train	0text1127.txt	e9ec7522ec82c8694118b932578a02c6d40aba15cb41260ff0ccb13a5d9334c3	high	abstract_prefix_short_match	Extracellular Vesicles Released from Neprilysin Gene-Modified Human Umbilical Cord-Derived Mesenchymal Stem Cell Enhance Therapeutic Effects in an Alzheimer's Disease Animal Model.	10.1155/2021/5548630	34899919	PMC8664527	2021	Stem cells international	Wiley	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1128	test	0text1128.txt	2590792a3c12354e281dd39c3d4c25f16ba4c650a12267efa072a29dcee663f6	high	abstract_prefix_exact_match	A Neuron-Glial Model of Exosomal Release in the Onset and Progression of Alzheimer's Disease.	10.3389/fncom.2021.653097	34616283	PMC8489198	2021	Frontiers in computational neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by|cc-by-sa|other-oa				https://creativecommons.org/licenses/by/4.0/	include_text
1129	train	0text1129.txt	8dcb25f8d7d6542953a2b285d6b5a787688426956e138f2bd2ee379b96fa5560	high	abstract_prefix_short_match	Slingshot homolog-1 mediates the secretion of small extracellular vesicles containing misfolded proteins by regulating autophagy cargo receptors and actin dynamics.	10.3389/fnagi.2022.933979	36092812	PMC9452914	2022	Frontiers in aging neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1130	train	0text1130.txt	6519609dc65361e8a084e3ccb2e924b75af4949fa3eba4bfdf044530cdd42249	high	abstract_phrase_match	Supermeres are functional extracellular nanoparticles replete with disease biomarkers and therapeutic targets.	10.1038/s41556-021-00805-8	34887515	PMC8656144	2021	Nature cell biology	Springer Science and Business Media LLC	Y	cc by	True	hybrid	cc-by				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text
1131	train	0text1131.txt	5ea89303071fe49cefd16aaed2d517bb6e024530545f66d3255dee436609540c	high	abstract_prefix_exact_match	Extracellular vesicles carry distinct proteo-transcriptomic signatures that are different from their cancer cell of origin.	10.1016/j.isci.2022.104414	35663013	PMC9157216	2022	iScience	Elsevier BV	Y	cc by	True	gold	cc-by				https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license|http://creativecommons.org/licenses/by/4.0/	include_text
1132	train	0text1132.txt	f785f8e52aa063db71598dd6c94dba9f8cd4cf32a3beeafbcb8215864034a304	high	abstract_phrase_match	Challenges in the Development of Drug Delivery Systems Based on Small Extracellular Vesicles for Therapy of Brain Diseases.	10.3389/fphar.2022.839790	35422699	PMC9002061	2022	Frontiers in pharmacology	Frontiers Media SA	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1133	train	0text1133.txt	92d8ae2acfb0a00d97edb8f8c6a7b23ebb39e78ce66f0d07bd2e10787ba8a85f	high	abstract_prefix_exact_match	Review on the roles of specific cell-derived exosomes in Alzheimer's disease.	10.3389/fnins.2022.936760	35968378	PMC9366882	2022	Frontiers in neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
1134	train	0text1134.txt	f2f74eb655a4c283d9b4dd75382eef136fa32c3605397dbc4b2b1f488cb658c1	high	abstract_phrase_match	Dauricine Attenuates Spatial Memory Impairment and Alzheimer-Like Pathologies by Enhancing Mitochondrial Function in a Mouse Model of Alzheimer's Disease.	10.3389/fcell.2020.624339	33634105	PMC7902075	2020	Frontiers in cell and developmental biology	Frontiers Media SA	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text
1135	train	0text1135.txt	98fd2c61796d2e18ec41dcae51596894d5a099245b4d3d8cabb1c4b5c8aad77c	high	abstract_prefix_exact_match	Extracellular Vesicle Delivery of Neferine for the Attenuation of Neurodegenerative Disease Proteins and Motor Deficit in an Alzheimer's Disease Mouse Model.	10.3390/ph15010083	35056140	PMC8779383	2022	Pharmaceuticals (Basel, Switzerland)	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text
