doc_id	sentence_id	split	sentence_index	document_start	document_end	sentence_char_length	sentence_sha256	normalized_document_sha256	normalization_policy	newline_policy	text_status
1055	1055_11	test	11	1397	1440	43	70acf818fd67ec666a2ca2b4118268a1b9133d7313c5759f5222c4a97e44c484	1b4406ad8b948ad029852a829902d0e421bd089ef4bb95253a4a51c6f46f06c4	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1055	1055_12	test	12	1441	1608	167	11cb11355cd0b9d886ce60dadb82dd923eb1b4f9ca155ecfab41aac3635bc714	1b4406ad8b948ad029852a829902d0e421bd089ef4bb95253a4a51c6f46f06c4	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1055	1055_13	test	13	1609	1722	113	f29db9380a1652a11a7050b6a0b479a9b2e85d6a4081dd30d7a6834b8e0a4099	1b4406ad8b948ad029852a829902d0e421bd089ef4bb95253a4a51c6f46f06c4	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1055	1055_14	test	14	1723	1778	55	6d149a31f04890f938e81f27c593dda100018b9ceee324d9aeea11aece560bb4	1b4406ad8b948ad029852a829902d0e421bd089ef4bb95253a4a51c6f46f06c4	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1055	1055_15	test	15	1779	1967	188	cb0e2f9c79314dd1a965a369c18ddd93dc2533a436f758dbc1adec16b07ef25b	1b4406ad8b948ad029852a829902d0e421bd089ef4bb95253a4a51c6f46f06c4	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1055	1055_16	test	16	1968	1974	6	01eab0a4c3a37584d4e76c9f41b0bb9c2948780312dfae34720aba81fe65bcd4	1b4406ad8b948ad029852a829902d0e421bd089ef4bb95253a4a51c6f46f06c4	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1055	1055_17	test	17	1975	2146	171	4f63667f6579457e934b4dda35d5be5a9388aa411eebb610eb21f34f243d96fc	1b4406ad8b948ad029852a829902d0e421bd089ef4bb95253a4a51c6f46f06c4	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1056	1056_0	train	0	0	143	143	f18fe7efed0de7e9710f5f006dcaae493a422c17f3e6b226300af61056a27c4a	4a4fbe9c63dccaea1c5e764db09f6dfad913224604b43c766b5e2ccd07641a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1056	1056_1	train	1	144	382	238	2cf4495a9d2a0c250db9d7e93aeedbdd553f8449d41b49acb90d870636fc1ae2	4a4fbe9c63dccaea1c5e764db09f6dfad913224604b43c766b5e2ccd07641a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1056	1056_2	train	2	383	673	290	153cdd67d1db2c168849cfb4a2a203b2fdc5c5bc623f0f93dc88d5acacfcf465	4a4fbe9c63dccaea1c5e764db09f6dfad913224604b43c766b5e2ccd07641a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1056	1056_3	train	3	674	954	280	28ab6fd31f496840e418fc45345fa284ea09d27ba439a6a9f7f83d69863e6fc4	4a4fbe9c63dccaea1c5e764db09f6dfad913224604b43c766b5e2ccd07641a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1056	1056_4	train	4	955	1143	188	326dfd7bf392447d02f091ee52ead82b4e99017672cab0cedca2f47613e07617	4a4fbe9c63dccaea1c5e764db09f6dfad913224604b43c766b5e2ccd07641a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1056	1056_5	train	5	1144	1392	248	e8ffb5001ba99f1d007d507de12e1930823667ac2468c0b41f1bbe833e7a328a	4a4fbe9c63dccaea1c5e764db09f6dfad913224604b43c766b5e2ccd07641a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1056	1056_6	train	6	1393	1558	165	23be2319edd00b14a4a296c821cd762add051fa4cfc3cd2c1e52180fd5250d12	4a4fbe9c63dccaea1c5e764db09f6dfad913224604b43c766b5e2ccd07641a92	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1057	1057_0	train	0	0	135	135	bdd509f95d816d4f9414e603dfad58b2fc8cbd68ce6372be9395ffdf37fef6e2	528ba72f7d70faf473e881d7b0d283a45823e941e978939dfb62a4a458133d5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1057	1057_1	train	1	136	388	252	a03547fabdcf0e1ee78c85faa3016658ec0e1398f59dbca030398415f5d46296	528ba72f7d70faf473e881d7b0d283a45823e941e978939dfb62a4a458133d5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1057	1057_2	train	2	389	762	373	9585684bfb63e59659fbee109cb1dd39c8ddecc78af58a64960c17758538e5ea	528ba72f7d70faf473e881d7b0d283a45823e941e978939dfb62a4a458133d5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1057	1057_3	train	3	763	884	121	0d36533dc34e0a06c0a2584aeffc796e242bd2649ccf63057428cd8f2e6b8ef1	528ba72f7d70faf473e881d7b0d283a45823e941e978939dfb62a4a458133d5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1057	1057_4	train	4	885	1043	158	34bcb476596125dad378936a36801cf83c1548bc1155ac8e8a14edec0fad6d1b	528ba72f7d70faf473e881d7b0d283a45823e941e978939dfb62a4a458133d5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1057	1057_5	train	5	1044	1113	69	a001805faa4ea6eaea62268a0602b3bba25f5f8083bbebeb2913e9b9bc07c8a6	528ba72f7d70faf473e881d7b0d283a45823e941e978939dfb62a4a458133d5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1057	1057_6	train	6	1114	1314	200	645c48863a3e79265fb00eea53058fb214d5d50dc8e7c7ca2a43497d48f69047	528ba72f7d70faf473e881d7b0d283a45823e941e978939dfb62a4a458133d5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1057	1057_7	train	7	1315	1395	80	8e58772ec6765b9c4a24f8df8dc5da51dab9cb3ac6088e6c7de2bc7fe1027860	528ba72f7d70faf473e881d7b0d283a45823e941e978939dfb62a4a458133d5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1057	1057_8	train	8	1396	1557	161	3f174da5631800b8ed4390ba4c7f345bc9fe3e9f956897437b1066e30886ebf2	528ba72f7d70faf473e881d7b0d283a45823e941e978939dfb62a4a458133d5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1057	1057_9	train	9	1558	1740	182	9aad04be650ddb7118696254a501d968b70b13c4c9ae52866954e48f40dff28a	528ba72f7d70faf473e881d7b0d283a45823e941e978939dfb62a4a458133d5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1057	1057_10	train	10	1741	1926	185	2b81c54469c5f4c95050081225641c9f70a6754bf9e8a231db3213562dbe1b3c	528ba72f7d70faf473e881d7b0d283a45823e941e978939dfb62a4a458133d5e	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1058	1058_0	test	0	0	212	212	2d50ccd2711f21e62db007fecd9669be4f6fe2c2245481e3c05815c23a1075f7	a8878d5093704f1d984284e2d0938a8741c6544de3769ec7e4486b7a60e6bc4a	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1058	1058_1	test	1	213	443	230	590d5150ee7e1b8ff5c77efdc0376b94cfb938b341fca883f728062a5a7b9cde	a8878d5093704f1d984284e2d0938a8741c6544de3769ec7e4486b7a60e6bc4a	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1058	1058_2	test	2	444	644	200	4c931d9077c79ed1ad0d165532294711af44d4262878ca4ae60327234deda30c	a8878d5093704f1d984284e2d0938a8741c6544de3769ec7e4486b7a60e6bc4a	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1058	1058_3	test	3	645	828	183	4c51471249611a3c62ec4311db7c8c2a5fddd132aa62867e435d9294db37c3f5	a8878d5093704f1d984284e2d0938a8741c6544de3769ec7e4486b7a60e6bc4a	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1058	1058_4	test	4	829	1065	236	ebeb36c24a8b43b26daafe9b79f4bc5c82458c3b73663e0c112cba60ebe2c387	a8878d5093704f1d984284e2d0938a8741c6544de3769ec7e4486b7a60e6bc4a	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1058	1058_5	test	5	1066	1208	142	5d7d23af20976ce803bd9ea2e4b412a217d6b2dec77b767eead75d7dc0d961e8	a8878d5093704f1d984284e2d0938a8741c6544de3769ec7e4486b7a60e6bc4a	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1058	1058_6	test	6	1209	1389	180	859b2f588dfef9d6419b443c80cab0e4ab30e5b74dff3da4c57e3983abb7150f	a8878d5093704f1d984284e2d0938a8741c6544de3769ec7e4486b7a60e6bc4a	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1058	1058_7	test	7	1390	1556	166	2b4fe5a4379c3b57d77b5d226cc3751280ffc9e248b964a941cec46b9b88136c	a8878d5093704f1d984284e2d0938a8741c6544de3769ec7e4486b7a60e6bc4a	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1058	1058_8	test	8	1557	1592	35	bd0b14701c75949ba9c2b488fa17e6cee40fcec1b97a959a3cea2e37ec32b349	a8878d5093704f1d984284e2d0938a8741c6544de3769ec7e4486b7a60e6bc4a	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1058	1058_9	test	9	1593	1620	27	b73a0a68a62724aea35574dc6b6f932e74ab66616199f92822cf50de1d7ccf45	a8878d5093704f1d984284e2d0938a8741c6544de3769ec7e4486b7a60e6bc4a	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1059	1059_0	train	0	0	14	14	d05e78bdb6cb1963a2c44c696e4ed7ffab02712c819da4d5d195260573dc19f8	0b839c222ea8f697e4b4d75d706676f48b558d290467066cb893b073234bc5ad	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1059	1059_1	train	1	15	328	313	8a1559765cbc6bda92d53343481fa00acef2d221286ed2a823065c842ae37bb4	0b839c222ea8f697e4b4d75d706676f48b558d290467066cb893b073234bc5ad	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1059	1059_2	train	2	329	540	211	0928892fbdb4fcc938e26a653198f3d5d757028d098dff13330edc269b2be7dc	0b839c222ea8f697e4b4d75d706676f48b558d290467066cb893b073234bc5ad	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1059	1059_3	train	3	541	723	182	b45686e325891344dc2412508db95631b57d615b3bd5d68f44990cb754cd9d73	0b839c222ea8f697e4b4d75d706676f48b558d290467066cb893b073234bc5ad	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1059	1059_4	train	4	724	990	266	d269a7cbd0c270f41e47506193bf9f53582a797f239c824c0229d9a4eb96aa6e	0b839c222ea8f697e4b4d75d706676f48b558d290467066cb893b073234bc5ad	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1059	1059_5	train	5	991	1165	174	c6077650ec502359d2d207500914d75c5ed7ad4cd38da731984e5bb5f50f5077	0b839c222ea8f697e4b4d75d706676f48b558d290467066cb893b073234bc5ad	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1059	1059_6	train	6	1166	1421	255	2c7cd20c0c12764b9db2200d5f18520d7cbb04cf4091ab71ab387894e7536306	0b839c222ea8f697e4b4d75d706676f48b558d290467066cb893b073234bc5ad	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1059	1059_7	train	7	1422	1469	47	1efbaee838c69d456e19abe7c4bcfd3d165ded872dfc8a8f2c029bb377d65c95	0b839c222ea8f697e4b4d75d706676f48b558d290467066cb893b073234bc5ad	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1059	1059_8	train	8	1470	1695	225	f76d2ec68f5c15244edd01ad8080e9f29773e1bb491efbd764231eec4534a13e	0b839c222ea8f697e4b4d75d706676f48b558d290467066cb893b073234bc5ad	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1059	1059_9	train	9	1696	1739	43	4ed0f720992bc09a49167b03d8fa4262882022c43cf2828cb52f1b84c860c696	0b839c222ea8f697e4b4d75d706676f48b558d290467066cb893b073234bc5ad	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1059	1059_10	train	10	1740	2154	414	15b8d9ebd5a2c2cce230d11d0c6dcc4baf0651b300868d0663b95cc6939999db	0b839c222ea8f697e4b4d75d706676f48b558d290467066cb893b073234bc5ad	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1059	1059_11	train	11	2155	2388	233	13d60fbd8f27bd88604bac2fc79c6c7a5ea32038039a41ad39553dc64f3900b3	0b839c222ea8f697e4b4d75d706676f48b558d290467066cb893b073234bc5ad	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1059	1059_12	train	12	2389	2674	285	30242e29f81d6fee70964e897b65316278dd8f2f505277f804d066aeb2e9c045	0b839c222ea8f697e4b4d75d706676f48b558d290467066cb893b073234bc5ad	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1059	1059_13	train	13	2675	3039	364	dbcdaaf64bb67882c80b3c84b32e8ea0882806b91c1bd8aef27201f3bb6271ee	0b839c222ea8f697e4b4d75d706676f48b558d290467066cb893b073234bc5ad	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1059	1059_14	train	14	3040	3192	152	606536e2cba512221b458061a0fdcb7df6afc3ff789b12f5e42914785bf88ee5	0b839c222ea8f697e4b4d75d706676f48b558d290467066cb893b073234bc5ad	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1059	1059_15	train	15	3193	3349	156	9fa0e6a7a36f6d6f9e031c8f6d98f16a391d60dd2d30e88ab93a7fc29fc4bdc9	0b839c222ea8f697e4b4d75d706676f48b558d290467066cb893b073234bc5ad	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1059	1059_16	train	16	3350	3454	104	bef493cc535fc12dc0a898f273d86b3cf2fef84d42c27a584fb69ab7b6d82dbf	0b839c222ea8f697e4b4d75d706676f48b558d290467066cb893b073234bc5ad	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
106	106_0	train	0	0	141	141	6415cc6b1c54c73d1ee61edd45f8433f7d86a287d4b0e420b0453275e4afa7a6	4b71bb1348c7c53e447ce21c51155cbecf2a2894a3e55c16860e9249e3137477	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
106	106_1	train	1	142	345	203	a9471f01246f713702f48820aa9f1490ce7fff261a26c0ad01b2791f6d4403c5	4b71bb1348c7c53e447ce21c51155cbecf2a2894a3e55c16860e9249e3137477	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
106	106_2	train	2	346	561	215	1e1b4e3ef753968077850ee98bef302053439fa5d6e2dd92381010b861aa02fa	4b71bb1348c7c53e447ce21c51155cbecf2a2894a3e55c16860e9249e3137477	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
106	106_3	train	3	562	653	91	efe0be62cece21f5aa5b16e602df61ac427e4bcac8eec654f38b888cf1f310f9	4b71bb1348c7c53e447ce21c51155cbecf2a2894a3e55c16860e9249e3137477	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
106	106_4	train	4	654	760	106	dfcaee4e5e602fe2710c192a4558f1be7721aa367d2f7883d0e41d3ce157683f	4b71bb1348c7c53e447ce21c51155cbecf2a2894a3e55c16860e9249e3137477	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
106	106_5	train	5	761	852	91	5d21eb233428d0cbafc583cb77ba3ad85530c49f7639fd8de38a0ad180c4f6ed	4b71bb1348c7c53e447ce21c51155cbecf2a2894a3e55c16860e9249e3137477	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
106	106_6	train	6	853	971	118	372a0e46073e7fc97e170ac02527e84b8e2ffc0e5b5f0d3fa856227500e07ec7	4b71bb1348c7c53e447ce21c51155cbecf2a2894a3e55c16860e9249e3137477	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
106	106_7	train	7	972	1095	123	db8aa632f28f46ef9fd669b4559008a70beac956b849fed1f21c47743ea50fec	4b71bb1348c7c53e447ce21c51155cbecf2a2894a3e55c16860e9249e3137477	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
106	106_8	train	8	1096	1299	203	5df50743fab02a7b0f3478988b85df3c44c3226257f178427b47f095cc5f8993	4b71bb1348c7c53e447ce21c51155cbecf2a2894a3e55c16860e9249e3137477	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
106	106_9	train	9	1300	1505	205	57f45c6c3b07ade15e9bd38ee4580aaf1f12a9b4aa325783090ec9241219c713	4b71bb1348c7c53e447ce21c51155cbecf2a2894a3e55c16860e9249e3137477	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
106	106_10	train	10	1506	1686	180	b5016f1fd57ce82f6e3948de2b13414e587d1d0d5bd7a1eca7a8a8241d17d1a3	4b71bb1348c7c53e447ce21c51155cbecf2a2894a3e55c16860e9249e3137477	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1060	1060_0	train	0	0	175	175	2de3e3141f8a45d208932b9209440cae14f371226206f5789693d8f840df6ead	7c6259a4a359a6636ab7987b42dcd51c0b8fa2398904729a2709f9f28cd055f0	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1060	1060_1	train	1	176	274	98	64a90144ff143049ec14dd207801356b935c0fa4c469d97ed77fdc52df592666	7c6259a4a359a6636ab7987b42dcd51c0b8fa2398904729a2709f9f28cd055f0	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1060	1060_2	train	2	275	362	87	d1ec484726ff515bdbd46c6176d5dd1eb1fbc907f85e8a6c611435e76446089f	7c6259a4a359a6636ab7987b42dcd51c0b8fa2398904729a2709f9f28cd055f0	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1060	1060_3	train	3	363	509	146	6383dc6f45e8dd4df92ea728622276a4edd54db885d24fafb7589c040bc69906	7c6259a4a359a6636ab7987b42dcd51c0b8fa2398904729a2709f9f28cd055f0	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1060	1060_4	train	4	510	685	175	9542af1c900feca4e5fb815e2f90104f1201ba1405edc0d8348252a120160b70	7c6259a4a359a6636ab7987b42dcd51c0b8fa2398904729a2709f9f28cd055f0	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1060	1060_5	train	5	686	962	276	52d2a66b27acbb4b8412d11afb889c21c11618ffc18067c3865ac12ffbad2fd1	7c6259a4a359a6636ab7987b42dcd51c0b8fa2398904729a2709f9f28cd055f0	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1060	1060_6	train	6	963	1190	227	829b832aa7c0ffc35076c1833e2f38210c79c38139fa25c37e1eef658691d6f8	7c6259a4a359a6636ab7987b42dcd51c0b8fa2398904729a2709f9f28cd055f0	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1061	1061_0	train	0	0	86	86	6a00369a8026f96cc9559ff726162ecb49b234d54601f959f953293a6b6d5794	6bd12b7b71989250b5c5ceea0069c5a3d55d75512192bd1fd81b0c556d6a3529	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1061	1061_1	train	1	87	144	57	c2fe3293a67704f04f1723eae7109faaca103b2002cd7c6b2447e26ee3ebbbb8	6bd12b7b71989250b5c5ceea0069c5a3d55d75512192bd1fd81b0c556d6a3529	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1061	1061_2	train	2	145	339	194	4e91f01e50117c3b714322ad7d51e9f96fdf590865adb30dbbb465f94a11cf8f	6bd12b7b71989250b5c5ceea0069c5a3d55d75512192bd1fd81b0c556d6a3529	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1061	1061_3	train	3	340	448	108	fa982e466317c89747591f533f0bf54d1d9107658b5db12212ab1d29b5a4f7bd	6bd12b7b71989250b5c5ceea0069c5a3d55d75512192bd1fd81b0c556d6a3529	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1061	1061_4	train	4	449	644	195	f498d118fdbbc6de3dd4ce96bf0dc4dd3ce6e00333bc51f0e0dd6490cc60916a	6bd12b7b71989250b5c5ceea0069c5a3d55d75512192bd1fd81b0c556d6a3529	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1061	1061_5	train	5	645	719	74	521dd3fff2b873604b467abd5d9dc3f2b6e7651e44db90252699c170d918c509	6bd12b7b71989250b5c5ceea0069c5a3d55d75512192bd1fd81b0c556d6a3529	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1061	1061_6	train	6	720	869	149	2f4570f533a457db952b11a725331bd86055e1c3e903d223dc85d314066a914d	6bd12b7b71989250b5c5ceea0069c5a3d55d75512192bd1fd81b0c556d6a3529	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1061	1061_7	train	7	870	1036	166	47353862ec2aad5b8371c34609ed84302b72c8b13e3231cf3840e5b85ef56dd3	6bd12b7b71989250b5c5ceea0069c5a3d55d75512192bd1fd81b0c556d6a3529	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	excluded
1062	1062_0	train	0	0	279	279	7fbf4205f5b1f78fb260e43b8813478929bdffcca488a1daab8a8aaf8c45181f	240b101c891a38f2363e5613368ded265d0984f6167d9b680f119770fe6baba7	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1062	1062_1	train	1	280	406	126	19c9cea4abbc3cb5b2469ee753d19e94d2b650d760192ca12f92a0ac519d7417	240b101c891a38f2363e5613368ded265d0984f6167d9b680f119770fe6baba7	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1062	1062_2	train	2	407	594	187	8cfa6f3b45df1d654651b1c928c5c8c487551eed082cfc2037404ebb2af2e085	240b101c891a38f2363e5613368ded265d0984f6167d9b680f119770fe6baba7	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1062	1062_3	train	3	595	774	179	9421af417133eb0ba4170c0b49910b9f151059192d991f581e4d75f6cff0c1a9	240b101c891a38f2363e5613368ded265d0984f6167d9b680f119770fe6baba7	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1062	1062_4	train	4	775	1006	231	f0a61495854aaa22927c83aa58f9f187a30e88c7710dc6658830b301d6536929	240b101c891a38f2363e5613368ded265d0984f6167d9b680f119770fe6baba7	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1062	1062_5	train	5	1007	1241	234	939efa0b7b47cceb8450b5f186df5496bb72c9b626981ec4d4341c2a678e75de	240b101c891a38f2363e5613368ded265d0984f6167d9b680f119770fe6baba7	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1062	1062_6	train	6	1242	1384	142	66b46ed2b078e684d35ac05764b195a73039c4449a787ac9252151298fd6cc60	240b101c891a38f2363e5613368ded265d0984f6167d9b680f119770fe6baba7	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1063	1063_0	train	0	0	220	220	0c4719747f0ea288624b4bf63538877b9d95bebada4b6c05fae920d6a686b44b	40fd76f05f8909ee7b1d79c316743d5febf2698fe0779bae79d3dc74483c801c	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1063	1063_1	train	1	221	324	103	eeeb9a97494ac191d9f4f20e2c9624064f356e15b740bc8242d3d3cfc088eecf	40fd76f05f8909ee7b1d79c316743d5febf2698fe0779bae79d3dc74483c801c	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1063	1063_2	train	2	325	526	201	23d3ab65fdc978054f5e5abfd9d163341b4c5d1ec7d8f53cbad9f4ad35afae98	40fd76f05f8909ee7b1d79c316743d5febf2698fe0779bae79d3dc74483c801c	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1063	1063_3	train	3	527	594	67	fd882d37b20f7590c8a0218d270a879a2ac94e6634978ec76ac253ddae533e9b	40fd76f05f8909ee7b1d79c316743d5febf2698fe0779bae79d3dc74483c801c	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1063	1063_4	train	4	595	760	165	f8ab03aa07f985b21a0ad60da753561f914211d6c6c2b7481d47ebcad282c090	40fd76f05f8909ee7b1d79c316743d5febf2698fe0779bae79d3dc74483c801c	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1063	1063_5	train	5	761	942	181	069cd20ca678fac8180444bc8baaa7ea96e09a63ae44bcb2077d96d841ef4094	40fd76f05f8909ee7b1d79c316743d5febf2698fe0779bae79d3dc74483c801c	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1063	1063_6	train	6	943	1110	167	1e065d7d38e3fc37a8e3cebb7d8001b03050bd0daf319397355d341d1089382f	40fd76f05f8909ee7b1d79c316743d5febf2698fe0779bae79d3dc74483c801c	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1063	1063_7	train	7	1111	1285	174	01385d9a00ce1e6c478a52fb1351457ba08f412e89eec2b74bd4c6d4534e80c3	40fd76f05f8909ee7b1d79c316743d5febf2698fe0779bae79d3dc74483c801c	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1063	1063_8	train	8	1286	1380	94	70d01b6452ef2a226868f6c94ebe0bea0331563b51bcec4638f28dc13c1b8ea9	40fd76f05f8909ee7b1d79c316743d5febf2698fe0779bae79d3dc74483c801c	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1063	1063_9	train	9	1381	1589	208	af526fa532022ab218f4e58ef22bb096f6a903e47452c0e6744157ca0571fae0	40fd76f05f8909ee7b1d79c316743d5febf2698fe0779bae79d3dc74483c801c	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1064	1064_0	test	0	0	146	146	8ac20c388a0cfee2e882e694b8197b2d87739baec06d4926feea088dc5e0488d	436d8a8669b09afe1032811c162025c3a1c7589b39ee30c8011ae962dc0aa541	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1064	1064_1	test	1	147	299	152	7b0df3757aaa252d0cef6e2ca773a767e1436543443d96124e4438679b1d8882	436d8a8669b09afe1032811c162025c3a1c7589b39ee30c8011ae962dc0aa541	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1064	1064_2	test	2	300	492	192	ca6a3be13cb3e93f927eeb4d91339639c2a26511423b8ad10edae8cc2d7d150b	436d8a8669b09afe1032811c162025c3a1c7589b39ee30c8011ae962dc0aa541	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1064	1064_3	test	3	493	715	222	24776c0c542792e9dcc684bf7b4c8b02bf0e9489ccac6504fe6ab417ba9f5a08	436d8a8669b09afe1032811c162025c3a1c7589b39ee30c8011ae962dc0aa541	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1064	1064_4	test	4	716	862	146	47b3ae16fb75575fbafa98072db3b18a0a1968eac8ae1587cf4a9ad3f31b65b7	436d8a8669b09afe1032811c162025c3a1c7589b39ee30c8011ae962dc0aa541	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1064	1064_5	test	5	863	1156	293	abf41515d278d27f22389d6bbf5c177f98757678ded73acef4b6f17fad944949	436d8a8669b09afe1032811c162025c3a1c7589b39ee30c8011ae962dc0aa541	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1064	1064_6	test	6	1157	1350	193	962ef34bf8ab6a3ba1334a1458c96ba4db4344e2b16152104d7670fd9fff29f2	436d8a8669b09afe1032811c162025c3a1c7589b39ee30c8011ae962dc0aa541	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
1064	1064_7	test	7	1351	1487	136	5c90c22a1d13413dae9dd2fbaba4e6589ec8b17ffb694f9e489d59764ada91f1	436d8a8669b09afe1032811c162025c3a1c7589b39ee30c8011ae962dc0aa541	reviewed_release_text_utf8	preserve_reviewed_brat_newlines	included
